"said","say","řekl","říci","pf"," “ I ’ m going to talk to Mom, ” Kim said."," "" Promluvím si s mámou, "" řekl."
"see","see","Viděl","vidět","impf"," He could see she was subtly trembling."," Viděl, že se celá třese."
"goes","go","chodí","chodit","impf"," “ She goes to my school, ” Caroline said."," "" Ta holka chodí k nám do školy."
"bet","bet","Vsadím","vsadit","pf"," I ’ d bet he ’ d have something to say. ”"," Vsadím se, že by nám mohl povědět leccos zajímavého. """
"say","say","povědět","povědět","pf"," I ’ d bet he ’ d have something to say. ”"," Vsadím se, že by nám mohl povědět leccos zajímavého. """
"started","start","začal","začít","pf"," Kim started sweeping the slop toward one of the many grates."," Sklonil kartáč smetáku k podlaze a začal ten hnus, který ji pokrýval, hrnout k odpadnímu roštu."
"recognized","recognize","nepoznal","poznat","pf"," He was relatively confident that the man with the knife had not recognized him."," Ten chlap s nožem ho téměř určitě nepoznal."
"thought","think","zdálo","zdát","impf"," When he thought the time appropriate, he phoned the nurses ’ station on Becky ’ s floor and asked for Tracy."," Když se mu zdálo, že nastala vhodná chvíle, vytočil číslo sesterny na Beckyině patře a požádal, aby mu dali k telefonu Tracy."
"asked","ask","požádal","požádat","pf"," When he thought the time appropriate, he phoned the nurses ’ station on Becky ’ s floor and asked for Tracy."," Když se mu zdálo, že nastala vhodná chvíle, vytočil číslo sesterny na Beckyině patře a požádal, aby mu dali k telefonu Tracy."
"said","say","Řekla","říci","pf"," “ Becky seems a bit better than last night, ” she said."," "" Řekla bych, že Becky je o něco líp, "" hlásila mu."
"stay","stay","zůstanu","zůstat","pf"," “ Listen, I ’ m going to stay here, see a few patients."," "" Poslyš - já tu tedy zůstanu a budu se věnovat pacientům."
"sat","sit","posadila","posadit","pf"," Tracy sat down heavily, then leaned forward, cradling her chin in her hands with her elbows on her knees."," Tracy se znaveně posadila a vzápětí se naklonila dopředu s lokty na kolenou, bradu položenou v dlaních."
"leaned","lean","naklonila","naklonit","pf"," Tracy sat down heavily, then leaned forward, cradling her chin in her hands with her elbows on her knees."," Tracy se znaveně posadila a vzápětí se naklonila dopředu s lokty na kolenou, bradu položenou v dlaních."
"wanted","want","Chtěla","chtít","impf"," “ There ’ s also something I wanted to tell you, ” Tracy said."," "" Chtěla jsem ti něco říct, "" ozvala se."
"tell","tell","říct","říci","pf"," “ There ’ s also something I wanted to tell you, ” Tracy said."," "" Chtěla jsem ti něco říct, "" ozvala se."
"said","say","říct","říci","pf"," “ There ’ s also something I wanted to tell you, ” Tracy said."," "" Chtěla jsem ti něco říct, "" ozvala se."
"said","say","řekl","říci","pf"," “ If you have any further questions, ” Jack said back at the reception area, “ just give a holler. ”"," "" Pokud byste měl ještě nějaké další otázky, "" řekl mu Jack Cartwright, když se vrátili do recepční haly, "" beze všeho si zavolejte. """
"gave","give","Věnoval","věnovat","impf"," He gave Kim a business card and flashed a winning smile."," Věnoval Kimovi svou vizitku a profesionálně se na něj usmál."
"leaned","lean","opřel","opřít","pf"," After making sure his cellular phone was on, he leaned back and tried to relax."," Přesvědčil se, že náhodou nemá vypnutý mobil, a pak se pohodlně opřel a pokoušel se trochu si odpočinout."
"tried","try","pokoušel","pokoušet","impf"," After making sure his cellular phone was on, he leaned back and tried to relax."," Přesvědčil se, že náhodou nemá vypnutý mobil, a pak se pohodlně opřel a pokoušel se trochu si odpočinout."
"relax","relax","odpočinout","odpočinout","pf"," After making sure his cellular phone was on, he leaned back and tried to relax."," Přesvědčil se, že náhodou nemá vypnutý mobil, a pak se pohodlně opřel a pokoušel se trochu si odpočinout."
"stay","stay","zůstala","zůstat","pf"," He motioned for Tracy to stay put."," Pokynul Tracy, aby zůstala sedět."
"slaughtered","slaughter","poražen","porazit","pf"," “ There was an extra animal slaughtered at the end of the day, ” Marsha said."," "" Úplně na konci denního provozu byl tehdy dodatečně poražen ještě jeden kus, "" vysvětlovala Marsha."
"means","mean","znamená","znamenat","impf"," “ It means the animal wasn ’ t seen by the USDA vet. ”"," "" Dodatečně - to znamená, že neprošel úřední veterinární kontrolou. """
"sounds","sound","zní","znít","impf"," I mean, it sounds so improbable. ”"," Vždyť to zní jako nějaká vymyšlená báchorka. """
"believe","believe","věříš","věřit","impf"," “ So you believe Marsha Baldwin is still in Higgins and Hancock? ”"," "" Takže ty věříš, že Marsha Baldwinová je stále ještě uvnitř?"
"asked","ask","zeptala","zeptat","pf"," Tracy asked."," U Higginse a Hancocka? "" zeptala se Tracy."
"held","hold","drží","držet","impf"," “ Possibly being held against her wishes? ”"," "" Že ji tam třeba někdo drží proti její vůli? """
"found","find","objevil","objevit","pf"," If it were human blood I found, she could have been killed."," To, co jsem na té mříži objevil, byla určitě lidská krev."
"think","think","přemýšlet","přemýšlet","impf"," “ After I had a little time to think, I believe what you did today to Becky took a lot of courage."," "" Když jsem se trochu vzpamatovala a začala jsem o všem přemýšlet, uvědomila jsem si, že to, o co ses u Becky pokusil, muselo vyžadovat strašlivou odvahu. """
"took","take","vyžadovat","vyžadovat","impf"," “ After I had a little time to think, I believe what you did today to Becky took a lot of courage."," "" Když jsem se trochu vzpamatovala a začala jsem o všem přemýšlet, uvědomila jsem si, že to, o co ses u Becky pokusil, muselo vyžadovat strašlivou odvahu. """
"saying","say","říkáš","říkat","impf"," “ I appreciate your saying that, ” Kim said."," "" Jsem moc rád, že to říkáš, "" řekl na to Kim."
"said","say","říkáš","říkat","impf"," “ I appreciate your saying that, ” Kim said."," "" Jsem moc rád, že to říkáš, "" řekl na to Kim."
"saying","say","řekl","říci","pf"," “ I appreciate your saying that, ” Kim said."," "" Jsem moc rád, že to říkáš, "" řekl na to Kim."
"said","say","řekl","říci","pf"," “ I appreciate your saying that, ” Kim said."," "" Jsem moc rád, že to říkáš, "" řekl na to Kim."
"did","do","Udělal","udělat","pf"," “ You did it out of love."," "" Udělal to z lásky k ní."
"Tell","tell","Vyprávěj","vyprávět","impf"," “ Tell me about it, ” Kim said."," "" Vyprávěj mi o tom, "" posteskl si Kim."
"help","help","pomoct","pomoci","pf"," Maybe I can help you convince her. ”"," Třeba bych ti mohla pomoct ji přesvědčit. """
"convince","convince","přesvědčit","přesvědčit","pf"," Maybe I can help you convince her. ”"," Třeba bych ti mohla pomoct ji přesvědčit. """
"looked","look","pohlédl","pohlédnout","pf"," Kim looked appreciatively at his former wife."," Kim pohlédl na svou bývalou ženu s neskrývanou vděčností."
"called","call","volala","volat","impf"," A broken panel of glass in the door to the front hall convinced him that he was in the room where Marsha had called him."," Zapomenutý mobil, pokácené židle a rozbitá skleněná výplň dveří, které se otevíraly na chodbu vedoucí k přijímací hale - to vše Kima utvrzovalo v předpokladu, že právě z téhle kanceláře ho Marsha volala."
"see","see","viděl","vidět","impf"," Below, Kim could see workers dressed in white uniforms with white shower caps."," Dole pod sebou viděl Kim pracovat lidí v bílých uniformách a s bílými ochrannými čepicemi na hlavě."
"wearing","wear","měli","mít","impf"," They were also wearing gloves and shoe covers."," Na rukou měli gumové rukavice a na nohou galoše."
"admit","admit","připustit","připustit","pf"," Kim had to admit that the plant looked new and clean."," Kim musel připustit, že to tam vypadá velmi moderně a asepticky."
"speak","speak","mluvit","mluvit","impf"," Jack had to speak loudly over the sound of the machinery."," Jack Cartwright musel mluvit hodně nahlas, aby ho bylo v hluku strojů slyšet."
"dressed","dress","obléknout","obléknout","pf"," You get dressed while I see to some breakfast for you. ”"," Jdi se obléknout, já zatím připravím snídani. """
"see","see","Přijď","přijít","pf"," “ I ’ ll see you downstairs. ”"," Přijď pak dolů. """
"give","give","nepovolí","povolit","pf"," “ At first I was afraid Harlowe wasn ’ t going to give you bail, ” Justin said."," "" Nejdřív jsem se bál, že ti Harlowe tu kauci nepovolí, "" svěřoval se Justin."
"implied","imply","naznačil","naznačit","pf"," “ As the judge implied, consider yourself lucky."," "" Přesně jak to ten soudce naznačil - můžeš si vlastně gratulovat."
"watched","watch","Sledovali","sledovat","impf"," Kim and Tracy watched Justin walk away until he was out of earshot."," Sledovali s Tracy Justina, jak se od nich vzdaluje, dokud se nedostal mimo doslech."
"tell","tell","sdělit","sdělit","pf"," “ Can I tell Mr. Sorenson what this is about? ”"," "" Mohla bych mu zároveň sdělit, o čem byste s ním rád hovořil? """
"Tell","tell","Povězte","povědět","pf"," “ Tell him it ’ s about Mercer Meats selling contaminated hamburger to the Onion Ring restaurant chain."," "" Povězte mu, že jak jsem zjistil, Mercerův masokombinát prodává provozovnám Onion Ringu kontaminované hamburgery."
"Tell","tell","zjistil","zjistit","pf"," “ Tell him it ’ s about Mercer Meats selling contaminated hamburger to the Onion Ring restaurant chain."," "" Povězte mu, že jak jsem zjistil, Mercerův masokombinát prodává provozovnám Onion Ringu kontaminované hamburgery."
"selling","sell","prodává","prodávat","impf"," “ Tell him it ’ s about Mercer Meats selling contaminated hamburger to the Onion Ring restaurant chain."," "" Povězte mu, že jak jsem zjistil, Mercerův masokombinát prodává provozovnám Onion Ringu kontaminované hamburgery."
"tell","tell","řekněte","říci","pf"," Or better yet, tell him I ’ d like to discuss the fact that my only daughter is fighting for her life after consuming a Mercer Meats patty. ”"," Nebo ještě líp - řekněte mu, že moje dcera právě teď bojuje o život, protože měla tu velkou smůlu, že snědla kontaminovaný hamburger, vyrobený ve vašem masokombinátu. """
"fighting","fight","bojuje","bojovat","impf"," Or better yet, tell him I ’ d like to discuss the fact that my only daughter is fighting for her life after consuming a Mercer Meats patty. ”"," Nebo ještě líp - řekněte mu, že moje dcera právě teď bojuje o život, protože měla tu velkou smůlu, že snědla kontaminovaný hamburger, vyrobený ve vašem masokombinátu. """
"consuming","consume","snědla","sníst","pf"," Or better yet, tell him I ’ d like to discuss the fact that my only daughter is fighting for her life after consuming a Mercer Meats patty. ”"," Nebo ještě líp - řekněte mu, že moje dcera právě teď bojuje o život, protože měla tu velkou smůlu, že snědla kontaminovaný hamburger, vyrobený ve vašem masokombinátu. """
"sit","sit","posadit","posadit","pf"," “ Perhaps you ’ d like to sit down, ” the receptionist said."," "" Asi byste se měl na chvíli posadit, "" vyzvala ho recepční."
"threw","throw","vrhla","vrhnout","pf"," She came forward and threw her arms around Kim."," Vyběhla mu naproti a vrhla se mu kolem krku, tváře zalité slzami."
"asked","ask","ptal","ptát","impf"," “ What happened? ” he asked."," "" Co se stalo? "" ptal se."
"hit","hit","Zasáhl","zasáhnout","pf"," He hit the man in the face, knocking him back through the door."," Zasáhl útočníka přímo do obličeje a tím úderem ho vystrčil ze dveří."
"leaped","leap","skočil","skočit","pf"," Holding the flashlight in his left hand, Kim leaped for the knife."," Kim po něm skočil, třímaje smeták pevně v levé ruce."
"seized","seize","vzal","vzít","pf"," He seized it, only to discover it was a flashlight, not a knife."," Když ho však vzal do ruky, zjistil, že to není nůž, ale velká baterka."
"discover","discover","zjistil","zjistit","pf"," He seized it, only to discover it was a flashlight, not a knife."," Když ho však vzal do ruky, zjistil, že to není nůž, ale velká baterka."
"commanded","command","přikazoval","přikazovat","impf"," “ Freeze! ” a voice commanded."," "" Ani hnout! "" přikazoval mu nějaký hlas ze tmy."
"wondered","wonder","Uvažovala","uvažovat","impf"," She wondered how to go about getting the information that Kim wanted."," Uvažovala, jakým způsobem by se nejlépe mohla dostat k oněm informacím, které Kim požadoval."
"getting","get","dostat","dostat","pf"," She wondered how to go about getting the information that Kim wanted."," Uvažovala, jakým způsobem by se nejlépe mohla dostat k oněm informacím, které Kim požadoval."
"looking","look","kouká","koukat","impf"," Knowing that someone was always looking over her shoulder, she decided to go after hours when only the cleaning crew was there."," Protože dobře věděla, že se jí při pochůzkách po masokombinátu pořád někdo velmi zvědavý kouká přes rameno, rozhodla se, že to zkusí až po pracovní době, kdy v podniku byly pouze uklízecí čety."
"decided","decide","rozhodla","rozhodnout","pf"," Knowing that someone was always looking over her shoulder, she decided to go after hours when only the cleaning crew was there."," Protože dobře věděla, že se jí při pochůzkách po masokombinátu pořád někdo velmi zvědavý kouká přes rameno, rozhodla se, že to zkusí až po pracovní době, kdy v podniku byly pouze uklízecí čety."
"nodded","nod","přikývla","přikývnout","pf"," Becky nodded but she looked scared."," Becky přikývla, ale vypadala dost vystrašeně."
"followed","follow","následovala","následovat","impf"," Tracy followed Kim out."," Kim rozhrnul závěs, vyšel ven a Tracy ho následovala."
"passed","pass","prošli","projít","pf"," She didn ’ t say anything until they had passed the nurses ’ desk."," Promluvila, až když prošli kolem pultu sester."
"calm","calm","uklidni","uklidnit","pf"," “ Kim, calm down. ”"," "" Kime, uklidni se, prosím tě. """
"put","put","položila","položit","pf"," Tracy put her hand gently on his arm."," Jemně mu položila ruku na paži."
"find","find","našla","najít","pf"," It didn ’ t take long to find Kim ’ s house, but when she arrived, she was dismayed there wasn ’ t a single light to counteract the gathering gloom."," Kimův dům našla snadno, ale když k němu dojela, zjistila ke svému zklamání, že ačkoli je už téměř tma, nikde v něm nesvítí žádné světlo."
"arrived","arrive","dojela","dojet","pf"," It didn ’ t take long to find Kim ’ s house, but when she arrived, she was dismayed there wasn ’ t a single light to counteract the gathering gloom."," Kimův dům našla snadno, ale když k němu dojela, zjistila ke svému zklamání, že ačkoli je už téměř tma, nikde v něm nesvítí žádné světlo."
"take","take","zjistila","zjistit","pf"," It didn ’ t take long to find Kim ’ s house, but when she arrived, she was dismayed there wasn ’ t a single light to counteract the gathering gloom."," Kimův dům našla snadno, ale když k němu dojela, zjistila ke svému zklamání, že ačkoli je už téměř tma, nikde v něm nesvítí žádné světlo."
"find","find","zjistila","zjistit","pf"," It didn ’ t take long to find Kim ’ s house, but when she arrived, she was dismayed there wasn ’ t a single light to counteract the gathering gloom."," Kimův dům našla snadno, ale když k němu dojela, zjistila ke svému zklamání, že ačkoli je už téměř tma, nikde v něm nesvítí žádné světlo."
"said","say","řekla","říci","pf"," “ He ’ s like really busy right now, ” Debbie said."," "" Já nevím - zrovna teď von asi nebude mít čas, "" řekla na to Debbie."
"turned","turn","obrátila","obrátit","pf"," She turned her attention back to the person standing at the head of her line."," A obrátila se k zákazníkovi, který byl na řadě."
"want","want","Chci","chtít","impf"," “ I want the manager, ” he said."," "" Chci mluvit s vedoucím, "" opakoval Kim."
"said","say","mluvit","mluvit","impf"," “ I want the manager, ” he said."," "" Chci mluvit s vedoucím, "" opakoval Kim."
"visited","visit","Navštívil","navštívit","pf"," “ I visited Kelly Anderson."," Navštívil jsem totiž Kelly Andersonovou."
"refuses","refuse","odmítá","odmítat","impf"," She refuses to lend us her investigative journalistic skills until I supply her with some proof. ”"," A ona nás odmítá mediálně podpořit, dokud jí nepřinesu nějaké konkrétní důkazy. """
"built","build","postavit","postavit","pf"," IN KEEPING with his image of himself as well as his position in the industry, Bobby Bo had built a house whose style was a monument to Roman Empire kitsch."," V touze naplnit představy, které sám o sobě choval, a co nejdůstojněji reprezentovat své význačné společenské postavení si Bobby Bo Mason dal postavit sídlo, které bylo monumentální karikaturou starořímské architektury."
"want","want","chtěl","chtít","impf"," It also makes me want to apologize to you."," A chtěl bych se ti omluvit."
"apologize","apologize","omluvit","omluvit","pf"," It also makes me want to apologize to you."," A chtěl bych se ti omluvit."
"accept","accept","beru","brát","impf"," “ But I accept. ”"," "" Ale beru to. """
"approaching","approach","blížili","blížit","impf"," He directed her to turn onto the side road approaching Higgins and Hancock."," To už jeli po vedlejší silnici a blížili se k jatkám."
"trace","trace","zjistit","zjistit","pf"," The next step is to go to Higgins and Hancock, to trace the animals through purchase invoices back to the ranch or farm they came from. ”"," Teď bychom měli zajet k firmě Higgins a Hancock a pokusit se tam podle dodávkových listů zjistit, z jakého ranče či z jaké farmy ten jateční skot pocházel. """
"came","come","pocházel","pocházet","impf"," The next step is to go to Higgins and Hancock, to trace the animals through purchase invoices back to the ranch or farm they came from. ”"," Teď bychom měli zajet k firmě Higgins a Hancock a pokusit se tam podle dodávkových listů zjistit, z jakého ranče či z jaké farmy ten jateční skot pocházel. """
"Give","give","Dejte","dát","pf"," “ Give me that damn book, ” Jack Cartwright yelled."," "" Dejte sem tu zatracenou knihu! "" zaječel zlostně Jack Cartwright."
"looked","look","podíval","podívat","pf"," Kim looked at the label."," Kim se podíval na nálepku."
"come","come","pocházet","pocházet","impf"," “ Could a patty have come from this one last Friday? ” he asked."," "" Nemohl ten hamburger z minulého pátku pocházet z tohohle balení? """
"looked","look","prohlédl","prohlédnout","pf"," He could tell the guard looked at him suspiciously, but the man didn ’ t say anything."," Strážný si ho podezíravě prohlédl, ale nic neřekl."
"tell","tell","neřekl","říci","pf"," He could tell the guard looked at him suspiciously, but the man didn ’ t say anything."," Strážný si ho podezíravě prohlédl, ale nic neřekl."
"say","say","neřekl","říci","pf"," He could tell the guard looked at him suspiciously, but the man didn ’ t say anything."," Strážný si ho podezíravě prohlédl, ale nic neřekl."
"catch","catch","dohonil","dohonit","pf"," Kim had to run to catch up to Marsha."," Kim musel popoběhnout, aby Marshu dohonil."
"tell","tell","říkala","říkat","impf"," “ What did I tell you? ” she said."," "" Co jsem vám říkala?"
"said","say","říkala","říkat","impf"," “ What did I tell you? ” she said."," "" Co jsem vám říkala?"
"returned","return","vrátil","vrátit","pf"," THE security guard returned to his desk and picked up the phone."," Strážný počkal, až mu zmizeli z očí, a pak se vrátil k recepčnímu stolu a sáhl po telefonu."
"Tell","tell","Řekni","říci","pf"," “ Tell him you were talking to yourself, ” Tracy whispered."," "" Řekni mu, že si někdy povídáš sám se sebou, "" radila mu šeptem Tracy."
"Tell","tell","povídáš","povídat","impf"," “ Tell him you were talking to yourself, ” Tracy whispered."," "" Řekni mu, že si někdy povídáš sám se sebou, "" radila mu šeptem Tracy."
"do","do","dělat","dělat","impf"," “ Well, you got more to do."," Ale nebudem ztrácet čas - máš dost co dělat."
"told","tell","Říkal","říkat","impf"," Remember I told you you had to clean those two restrooms next door. ”"," Říkal jsem ti přece, že musíš ještě uklidit ty dva záchody tady vedle. """
"clean","clean","uklidit","uklidit","pf"," Remember I told you you had to clean those two restrooms next door. ”"," Říkal jsem ti přece, že musíš ještě uklidit ty dva záchody tady vedle. """
"said","say","řekl","říci","pf"," “ Sorry, ” Kim said."," "" Já vím, omlouvám se, "" řekl Kim."
"said","say","řekl","říci","pf"," I ’ m glad to meet you, ” he said with a slight smile."," Velmi mě těší, "" řekl se zdvořilým úsměvem."
"asked","ask","požádal","požádat","pf"," “ Mr. Sorenson asked me to come out and talk with you."," "" Pan Sorensen mě požádal, abych si šel s vámi promluvit."
"come","come","šel","jít","impf"," “ Mr. Sorenson asked me to come out and talk with you."," "" Pan Sorensen mě požádal, abych si šel s vámi promluvit."
"talk","talk","promluvit","promluvit","pf"," “ Mr. Sorenson asked me to come out and talk with you."," "" Pan Sorensen mě požádal, abych si šel s vámi promluvit."
"hear","hear","Poslyšte","slyšet","impf"," “ Listen, ” he said, “ I ’ m sorry to hear your daughter is ill. ”"," "" Poslyšte - to je mi líto, že vaše dcera je tak nemocná. """
"fighting","fight","zápasí","zápasit","impf"," “ She ’ s fighting for her life against E. coli O157:H7."," "" Pro vaši informaci - zápasí na život a na smrt s něčím, co je známo jako Escherichia coli, kmen O157 : H7."
"said","say","řekněte","říci","pf"," “ Tell the patients there ’ s been an emergency, ” Kim said."," "" Pacientům řekněte, že mám naléhavý případ."
"looked","look","díval","dívat","impf"," Look, the guy with the knife looked me right in the eye in the men ’ s room."," Ten grázl se mi na tom záchodě díval přímo do očí."
"recognized","recognize","poznat","poznat","pf"," If I were to be recognized, that would have been the moment."," Kdyby mě měl poznat, muselo k tomu dojít v té chvíli."
"want","want","nechci","chtít","impf"," In fact, I don ’ t even want this gun anymore."," Vlastně ani u sebe nechci mít tu pistoli."
"handed","hand","podal","podat","pf"," Kim got the pistol out of his pants pocket and handed it to Tracy."," Vytáhl pistoli z kapsy kalhot a podal ji Tracy."
"took","take","převzala","převzít","pf"," Reluctantly she took it and put it down on the car floor."," Zdráhavě ji od něj převzala a položila ji na podlahu vozu."
"put","put","položila","položit","pf"," Reluctantly she took it and put it down on the car floor."," Zdráhavě ji od něj převzala a položila ji na podlahu vozu."
"swallowed","swallow","polkla","polknout","pf"," She swallowed nervously."," Nervózně polkla."
